date,pm25,o3,no2,so2,co,aqi
2020-03-03, 70, 11, 7, 2,0,0
2020-03-04, 80, 2, 5, 2,0,0
2020-03-05, 93, 4, 9, 3,0,0
2020-03-06, 160, 3, 9, 2,0,0
2020-03-07, 126, 6, 8, 1,0,0
2020-03-08, 145, 13, 7, 1,0,0
2020-03-09, 172, 6, 7, 2,0,0
2020-03-10, 141, 6, 12, 3,0,0
2020-03-11, 147, 5, 9, 2,0,0
2020-03-12, 133, 5, 6,0,0,0
2020-03-13, 135, 5, 7, 2,0,0
2020-03-14, 131, 3, 8, 3,0,0
2020-03-15, 161, 2, 9, 3,0,0
2020-03-16, 182, 4, 9, 2,0,0
2020-03-17, 138, 2, 4, 2,0,0
2020-03-18, 93, 2, 3, 2,0,0
2020-03-19, 86, 2, 9, 2,0,0
2020-03-20, 149, 6, 5, 2,0,0
2020-03-21, 145, 5, 3, 2,0,0
2020-03-22, 118, 5, 4,0,0,0
2020-03-23, 124, 5, 2,0,0,0
2020-03-24, 95, 5, 3, 2,0,0
2020-03-25, 88, 5, 1, 2,0,0
2020-03-26, 91, 6, 2,0,0,0
2020-03-27, 104, 5, 1,0,0,0
2020-03-28, 103, 9,0, 2,0,0
2020-03-29, 97, 4, 4, 2,0,0
2020-03-30, 83, 1, 1, 2,0,0
2020-03-31, 96, 2, 2, 3,0,0
2019-10-01, 185, 20, 7,0,0,0
2019-10-02, 166, 8, 6,0,0,0
2019-10-03, 118, 7, 4,0,0,0
2019-10-07, 162, 7, 2,0,0,0
2019-10-08, 107, 6, 2,0,0,0
2019-10-09, 91, 7, 4,0,0,0
2019-10-10, 129, 6, 4,0,0,0
2019-10-11, 123, 7, 4,0,0,0
2019-10-12, 114, 6, 4,0,0,0
2019-10-13, 126, 7, 2,0,0,0
2019-10-14, 115, 9, 3,0,0,0
2019-10-15, 109, 16, 3,0,0,0
2019-10-16, 141, 14,0,0,0,0
2019-10-17, 154, 10, 10,0,0,0
2019-10-18, 89, 14,0,0,0,0
2019-10-19, 99, 17,0,0,0,0
2019-10-20, 153, 11,0,0,0,0
2019-10-21, 153, 9,0,0,0,0
2019-10-22, 108, 9,0,0,0,0
2019-10-23, 108, 7,0,0,0,0
2019-10-24, 73, 7,0,0,0,0
2019-10-25, 115, 9,0,0,0,0
2019-10-26, 164, 6,0,0,0,0
2019-10-28, 68, 11,0,0,0,0
2019-10-29, 75, 14,0,0,0,0
2019-10-30, 120, 8,0,0,0,0
2019-10-31, 147, 7,0,0,0,0
2019-11-01, 112, 6,0,0,0,0
2019-11-02, 111, 8,0,0,0,0
2019-11-03, 126, 13,0,0,0,0
2019-11-04, 120, 18,0,0,0,0
2019-11-05, 151, 14,0,0,0,0
2019-11-06, 188, 16,0,0,0,0
2019-11-07, 174, 16,0,0,0,0
2019-11-08, 164, 19,0,0,0,0
2019-11-09, 164, 22,0,0,0,0
2019-11-10, 173, 18,0,0,0,0
2019-11-13, 105, 6,0,0,0,0
2019-11-14, 104, 9,0,0,0,0
2019-11-15, 145, 11,0,0,0,0
2019-11-16, 139, 7,0,0,0,0
2019-11-17, 107, 6,0,0,0,0
2019-11-18, 89, 7,0,0,0,0
2019-11-19, 86, 7,0,0,0,0
2019-11-20, 139, 6,0,0,0,0
2019-11-21, 164, 6,0,0,0,0
2019-11-22, 166, 6,0,0,0,0
2019-11-23, 164, 4,0,0,0,0
2019-11-24, 132, 5,0,0,0,0
2019-11-25, 145, 5,0,0,0,0
2019-11-26, 154, 5,0,0,0,0
2019-11-27, 170, 5,0,0,0,0
2019-11-28, 121, 4,0,0,0,0
2019-11-29, 146, 3,0,0,0,0
2019-11-30, 164, 4,0,0,0,0
2019-12-01, 143, 6,0,0,0,0
2019-12-02, 85, 6, 16, 3,0,0
2019-12-03, 129, 7, 9, 3,0,0
2019-12-04, 145, 8, 7, 3,0,0
2019-12-05, 132, 8, 7, 2,0,0
2019-12-06, 117, 8, 10, 3,0,0
2019-12-07, 153, 9, 12, 4,0,0
2019-12-08, 176, 10, 14, 5,0,0
2019-12-09, 189, 10, 15, 4,0,0
2019-12-10, 211, 11, 16, 5,0,0
2019-12-11, 221, 1, 13, 4,0,0
2019-12-12, 210, 9, 15, 4,0,0
2019-12-13, 221, 3, 11, 3,0,0
2019-12-14, 207, 2, 9, 2,0,0
2019-12-15, 145, 1, 5, 1,0,0
2019-12-16, 138, 3, 8, 2,0,0
2019-12-17, 133, 2, 5, 1,0,0
2019-12-18, 117, 2, 6, 2,0,0
2019-12-19, 136, 2, 6, 2,0,0
2019-12-20, 158, 2, 5, 1,0,0
2019-12-21, 151, 2, 5, 1,0,0
2019-12-22, 130, 2, 5, 2,0,0
2019-12-23, 180, 1, 9, 2,0,0
2019-12-24, 212, 2, 7, 1,0,0
2019-12-25, 107, 2, 7, 2,0,0
2019-12-26, 116, 2, 5, 1,0,0
2019-12-27, 106, 2, 8, 3,0,0
2019-12-28, 155, 3, 10, 3,0,0
2019-12-29, 165,0,0,0,0,0
2019-08-28, 83,0,0,0,0,0
2019-08-29, 60,0,0,0,0,0
2019-08-30, 55,0,0,0,0,0
2019-08-31, 43,0,0,0,0,0
2019-09-01, 46,0,0,0,0,0
2019-09-02, 66,0,0,0,0,0
2019-09-06, 112,0,0,0,0,0
2019-09-07, 116,0,0,0,0,0
2019-09-08, 88,0,0,0,0,0
2019-09-09, 86,0,0,0,0,0
2019-09-10, 86,0,0,0,0,0
2019-09-11, 113,0,0,0,0,0
2019-09-12, 111,0,0,0,0,0
2019-09-13, 132,0,0,0,0,0
2019-09-14, 129, 13, 5,0,0,0
2019-09-15, 164, 17, 4,0,0,0
2019-09-16, 158, 14, 4,0,0,0
2019-09-17, 151, 14, 3,0,0,0
2019-09-18, 127, 12, 2,0,0,0
2019-09-19, 107, 8, 3,0,0,0
2019-09-20, 145, 15, 3,0,0,0
2019-09-21, 113, 12, 2,0,0,0
2019-09-22, 79, 18, 4,0,0,0
2019-09-24, 165, 18, 7,0,0,0
2019-09-25, 158, 25, 7,0,0,0
2019-09-26, 164, 20, 6,0,0,0
2019-09-27, 161, 23, 8,0,0,0
2019-09-28, 171, 23, 9,0,0,0
2019-09-29, 176, 21, 8,0,0,0
2019-09-30, 183, 25, 7,0,0,0
2019-04-01, 86,0,0,0,0,0
2019-04-02, 134,0,0,0,0,0
2019-04-03, 109,0,0,0,0,0
2019-04-04, 13,0,0,0,0,0
2019-04-05, 14,0,0,0,0,0
2019-04-06, 15,0,0,0,0,0
2019-04-07, 10,0,0,0,0,0
2019-04-08, 77,0,0,0,0,0
2019-04-09, 107,0,0,0,0,0
2019-04-10, 90,0,0,0,0,0
2019-04-11, 91,0,0,0,0,0
2019-04-12, 86,0,0,0,0,0
2019-04-13, 71,0,0,0,0,0
2019-04-14, 64,0,0,0,0,0
2019-04-15, 78,0,0,0,0,0
2019-04-16, 75,0,0,0,0,0
2019-04-17, 123,0,0,0,0,0
2019-04-18, 112,0,0,0,0,0
2019-04-19, 132,0,0,0,0,0
2019-04-20, 138,0,0,0,0,0
2019-04-21, 106,0,0,0,0,0
2019-04-22, 113,0,0,0,0,0
2019-04-23, 93,0,0,0,0,0
2019-04-24, 100,0,0,0,0,0
2019-04-25, 92,0,0,0,0,0
2019-04-26, 68,0,0,0,0,0
2019-04-27, 62,0,0,0,0,0
2019-04-28, 71,0,0,0,0,0
2019-04-29, 91,0,0,0,0,0
2019-04-30, 111,0,0,0,0,0
2019-01-01, 93,0,0,0,0,0
2019-01-02, 104,0,0,0,0,0
2019-01-03, 98,0,0,0,0,0
2019-01-04, 132,0,0,0,0,0
2019-01-05, 128,0,0,0,0,0
2019-01-06, 76,0,0,0,0,0
2019-01-07, 148,0,0,0,0,0
2019-01-08, 78,0,0,0,0,0
2019-01-09, 25,0,0,0,0,0
2019-01-10, 80,0,0,0,0,0
2019-01-11, 143,0,0,0,0,0
2019-01-12, 139,0,0,0,0,0
2019-01-13, 84,0,0,0,0,0
2019-01-14, 111,0,0,0,0,0
2019-01-15, 80,0,0,0,0,0
2019-01-16, 35,0,0,0,0,0
2019-01-17, 64,0,0,0,0,0
2019-01-18, 140,0,0,0,0,0
2019-01-19, 174,0,0,0,0,0
2019-01-20, 171,0,0,0,0,0
2019-01-21, 54,0,0,0,0,0
2019-01-22, 108,0,0,0,0,0
2019-01-23, 167,0,0,0,0,0
2019-01-24, 160,0,0,0,0,0
2019-01-25, 189,0,0,0,0,0
2019-01-26, 164,0,0,0,0,0
2019-01-27, 160,0,0,0,0,0
2019-01-28, 119,0,0,0,0,0
2019-01-29, 115,0,0,0,0,0
2019-01-30, 75,0,0,0,0,0
2019-01-31, 102,0,0,0,0,0
2019-02-01, 124,0,0,0,0,0
2019-02-02, 142,0,0,0,0,0
2019-02-03, 122,0,0,0,0,0
2019-02-04, 99,0,0,0,0,0
2019-02-05, 95,0,0,0,0,0
2019-02-06, 62,0,0,0,0,0
2019-02-07, 84,0,0,0,0,0
2019-02-08, 94,0,0,0,0,0
2019-02-09, 98,0,0,0,0,0
2019-02-10, 73,0,0,0,0,0
2019-02-11, 132,0,0,0,0,0
2019-02-12, 141,0,0,0,0,0
2019-02-13, 91,0,0,0,0,0
2019-02-14, 68,0,0,0,0,0
2019-02-15, 72,0,0,0,0,0
2019-02-16, 74,0,0,0,0,0
2019-02-17, 65,0,0,0,0,0
2019-02-18, 95,0,0,0,0,0
2019-02-19, 103,0,0,0,0,0
2019-02-20, 83,0,0,0,0,0
2019-02-21, 83,0,0,0,0,0
2019-02-22, 108,0,0,0,0,0
2019-02-23, 91,0,0,0,0,0
2019-02-24, 68,0,0,0,0,0
2019-02-25, 78,0,0,0,0,0
2019-02-26, 137,0,0,0,0,0
2019-02-27, 130,0,0,0,0,0
2019-02-28, 147,0,0,0,0,0
2019-03-01, 95,0,0,0,0,0
2019-03-02, 88,0,0,0,0,0
2019-03-03, 90,0,0,0,0,0
2019-03-04, 100,0,0,0,0,0
2019-03-05, 93,0,0,0,0,0
2019-03-06, 78,0,0,0,0,0
2019-03-07, 81,0,0,0,0,0
2019-03-08, 95,0,0,0,0,0
2019-03-09, 110,0,0,0,0,0
2019-03-10, 69,0,0,0,0,0
2019-03-11, 163,0,0,0,0,0
2019-03-12, 169,0,0,0,0,0
2019-03-13, 156,0,0,0,0,0
2019-03-14, 176,0,0,0,0,0
2019-03-15, 115,0,0,0,0,0
2019-03-16, 123,0,0,0,0,0
2019-03-17, 65,0,0,0,0,0
2019-03-18, 75,0,0,0,0,0
2019-03-19, 126,0,0,0,0,0
2019-03-20, 127,0,0,0,0,0
2019-03-21, 111,0,0,0,0,0
2019-03-22, 113,0,0,0,0,0
2019-03-23, 100,0,0,0,0,0
2019-03-24, 106,0,0,0,0,0
2019-03-25, 100,0,0,0,0,0
2019-03-26, 171,0,0,0,0,0
2019-03-27, 152,0,0,0,0,0
2019-03-28, 126,0,0,0,0,0
2019-03-29, 91,0,0,0,0,0
2019-03-30, 101,0,0,0,0,0
2019-03-31, 118,0,0,0,0,0
2018-10-01, 125,0,0,0,0,0
2018-10-02, 134,0,0,0,0,0
2018-10-03, 146,0,0,0,0,0
2018-10-04, 137,0,0,0,0,0
2018-10-05, 145,0,0,0,0,0
2018-10-06, 172,0,0,0,0,0
2018-10-07, 159,0,0,0,0,0
2018-10-08, 138,0,0,0,0,0
2018-10-09, 125,0,0,0,0,0
2018-10-10, 43,0,0,0,0,0
2018-10-11, 110,0,0,0,0,0
2018-10-12, 129,0,0,0,0,0
2018-10-13, 163,0,0,0,0,0
2018-10-14, 110,0,0,0,0,0
2018-10-15, 68,0,0,0,0,0
2018-10-16, 69,0,0,0,0,0
2018-10-17, 49,0,0,0,0,0
2018-10-18, 73,0,0,0,0,0
2018-10-23, 42,0,0,0,0,0
2018-10-24, 81,0,0,0,0,0
2018-10-25, 80,0,0,0,0,0
2018-10-26, 73,0,0,0,0,0
2018-10-27, 64,0,0,0,0,0
2018-10-28, 108,0,0,0,0,0
2018-10-29, 113,0,0,0,0,0
2018-10-30, 108,0,0,0,0,0
2018-10-31, 97,0,0,0,0,0
2018-11-01, 118,0,0,0,0,0
2018-11-02, 138,0,0,0,0,0
2018-11-03, 170,0,0,0,0,0
2018-11-04, 164,0,0,0,0,0
2018-11-05, 132,0,0,0,0,0
2018-11-06, 111,0,0,0,0,0
2018-11-07, 87,0,0,0,0,0
2018-11-08, 83,0,0,0,0,0
2018-11-09, 119,0,0,0,0,0
2018-11-10, 154,0,0,0,0,0
2018-11-11, 130,0,0,0,0,0
2018-11-12, 91,0,0,0,0,0
2018-11-13, 108,0,0,0,0,0
2018-11-14, 95,0,0,0,0,0
2018-11-15, 67,0,0,0,0,0
2018-11-16, 62,0,0,0,0,0
2018-11-17, 65,0,0,0,0,0
2018-11-18, 75,0,0,0,0,0
2018-11-19, 84,0,0,0,0,0
2018-11-20, 128,0,0,0,0,0
2018-11-21, 72,0,0,0,0,0
2018-11-22, 76,0,0,0,0,0
2018-11-23, 130,0,0,0,0,0
2018-11-24, 192,0,0,0,0,0
2018-11-25, 150,0,0,0,0,0
2018-11-26, 154,0,0,0,0,0
2018-11-27, 158,0,0,0,0,0
2018-11-28, 174,0,0,0,0,0
2018-11-29, 183,0,0,0,0,0
2018-11-30, 147,0,0,0,0,0
2018-12-01, 123,0,0,0,0,0
2018-12-02, 68,0,0,0,0,0
2018-12-03, 69,0,0,0,0,0
2018-12-04, 69,0,0,0,0,0
2018-12-05, 75,0,0,0,0,0
2018-12-06, 73,0,0,0,0,0
2018-12-07, 98,0,0,0,0,0
2018-12-08, 51,0,0,0,0,0
2018-12-09, 39,0,0,0,0,0
2018-12-10, 66,0,0,0,0,0
2018-12-11, 54,0,0,0,0,0
2018-12-12, 59,0,0,0,0,0
2018-12-13, 58,0,0,0,0,0
2018-12-14, 81,0,0,0,0,0
2018-12-15, 110,0,0,0,0,0
2018-12-16, 81,0,0,0,0,0
2018-12-17, 115,0,0,0,0,0
2018-12-18, 168,0,0,0,0,0
2018-12-19, 149,0,0,0,0,0
2018-12-20, 142,0,0,0,0,0
2018-12-21, 135,0,0,0,0,0
2018-12-22, 100,0,0,0,0,0
2018-12-23, 119,0,0,0,0,0
2018-12-24, 131,0,0,0,0,0
2018-12-25, 98,0,0,0,0,0
2018-12-26, 96,0,0,0,0,0
2018-12-27, 118,0,0,0,0,0
2018-12-28, 97,0,0,0,0,0
2018-12-29, 57,0,0,0,0,0
2018-12-30, 31,0,0,0,0,0
2018-07-01, 46,0,0,0,0,0
2018-07-02, 61,0,0,0,0,0
2018-07-03, 11,0,0,0,0,0
2018-07-04, 36,0,0,0,0,0
2018-07-05, 55,0,0,0,0,0
2018-07-06, 89,0,0,0,0,0
2018-07-07, 95,0,0,0,0,0
2018-07-08, 92,0,0,0,0,0
2018-07-09, 72,0,0,0,0,0
2018-07-10, 75,0,0,0,0,0
2018-07-11, 76,0,0,0,0,0
2018-07-16, 49,0,0,0,0,0
2018-07-17, 72,0,0,0,0,0
2018-07-18, 64,0,0,0,0,0
2018-07-19, 63,0,0,0,0,0
2018-07-20, 62,0,0,0,0,0
2018-07-21, 38,0,0,0,0,0
2018-07-22, 47,0,0,0,0,0
2018-07-23, 85,0,0,0,0,0
2018-07-24, 97,0,0,0,0,0
2018-07-25, 64,0,0,0,0,0
2018-07-26, 30,0,0,0,0,0
2018-07-27, 64,0,0,0,0,0
2018-07-28, 46,0,0,0,0,0
2018-07-29, 57,0,0,0,0,0
2018-07-30, 68,0,0,0,0,0
2018-07-31, 107,0,0,0,0,0
2018-08-01, 78,0,0,0,0,0
2018-08-02, 61,0,0,0,0,0
2018-08-03, 58,0,0,0,0,0
2018-08-04, 97,0,0,0,0,0
2018-08-05, 84,0,0,0,0,0
2018-08-06, 80,0,0,0,0,0
2018-08-07, 76,0,0,0,0,0
2018-08-08, 88,0,0,0,0,0
2018-08-09, 94,0,0,0,0,0
2018-08-10, 107,0,0,0,0,0
2018-08-11, 122,0,0,0,0,0
2018-08-12, 69,0,0,0,0,0
2018-08-13, 70,0,0,0,0,0
2018-08-14, 87,0,0,0,0,0
2018-08-15, 86,0,0,0,0,0
2018-08-16, 68,0,0,0,0,0
2018-08-17, 48,0,0,0,0,0
2018-08-18, 79,0,0,0,0,0
2018-08-19, 118,0,0,0,0,0
2018-08-20, 106,0,0,0,0,0
2018-08-21, 106,0,0,0,0,0
2018-08-22, 121,0,0,0,0,0
2018-08-23, 120,0,0,0,0,0
2018-08-24, 98,0,0,0,0,0
2018-08-25, 71,0,0,0,0,0
2018-08-26, 106,0,0,0,0,0
2018-08-27, 100,0,0,0,0,0
2018-08-28, 52,0,0,0,0,0
2018-08-29, 49,0,0,0,0,0
2018-08-30, 53,0,0,0,0,0
2018-08-31, 40,0,0,0,0,0
2018-09-01, 61,0,0,0,0,0
2018-09-02, 61,0,0,0,0,0
2018-09-03, 37,0,0,0,0,0
2018-09-04, 108,0,0,0,0,0
2018-09-05, 94,0,0,0,0,0
2018-09-06, 75,0,0,0,0,0
2018-09-07, 63,0,0,0,0,0
2018-09-08, 80,0,0,0,0,0
2018-09-09, 115,0,0,0,0,0
2018-09-10, 119,0,0,0,0,0
2018-09-11, 123,0,0,0,0,0
2018-09-12, 97,0,0,0,0,0
2018-09-13, 127,0,0,0,0,0
2018-09-14, 103,0,0,0,0,0
2018-09-15, 80,0,0,0,0,0
2018-09-16, 89,0,0,0,0,0
2018-09-17, 80,0,0,0,0,0
2018-09-18, 86,0,0,0,0,0
2018-09-19, 62,0,0,0,0,0
2018-09-20, 103,0,0,0,0,0
2018-09-21, 78,0,0,0,0,0
2018-09-22, 117,0,0,0,0,0
2018-09-23, 129,0,0,0,0,0
2018-09-24, 107,0,0,0,0,0
2018-09-25, 77,0,0,0,0,0
2018-09-26, 59,0,0,0,0,0
2018-09-27, 61,0,0,0,0,0
2018-09-28, 45,0,0,0,0,0
2018-09-29, 67,0,0,0,0,0
2018-09-30, 100,0,0,0,0,0
2018-04-01, 106,0,0, 32,0,0
2018-04-02, 105,0,0, 30,0,0
2018-04-03, 81,0,0, 30,0,0
2018-04-04, 88,0,0, 30,0,0
2018-04-05, 87,0,0, 29,0,0
2018-04-06, 68,0,0, 31,0,0
2018-04-07, 124,0,0,0,0,0
2018-04-08, 167,0,0,0,0,0
2018-04-09, 138,0,0,0,0,0
2018-04-10, 122,0,0,0,0,0
2018-04-11, 98,0,0,0,0,0
2018-04-12, 94,0,0,0,0,0
2018-04-13, 94,0,0,0,0,0
2018-04-14, 83,0,0,0,0,0
2018-04-15, 79,0,0,0,0,0
2018-04-16, 112,0,0,0,0,0
2018-04-17, 168,0,0,0,0,0
2018-04-18, 160,0,0, 32,0,0
2018-04-19, 137,0,0, 32,0,0
2018-04-20, 97,0,0,0,0,0
2018-04-21, 74,0,0,0,0,0
2018-04-22, 83,0,0,0,0,0
2018-04-23, 90,0,0,0,0,0
2018-04-24, 118,0,0,0,0,0
2018-04-25, 103,0,0, 38,0,0
2018-04-26, 109,0,0,0,0,0
2018-04-27, 79,0,0,0,0,0
2018-04-28, 108,0,0,0,0,0
2018-04-29, 121,0,0,0,0,0
2018-04-30, 70,0,0,0,0,0
2018-05-01, 47,0,0,0,0,0
2018-05-02, 59,0,0,0,0,0
2018-05-03, 81,0,0,0,0,0
2018-05-04, 72,0,0,0,0,0
2018-05-05, 50,0,0,0,0,0
2018-05-06, 50,0,0,0,0,0
2018-05-07, 69,0,0,0,0,0
2018-05-08, 84,0,0,0,0,0
2018-05-09, 70,0,0,0,0,0
2018-05-10, 55,0,0,0,0,0
2018-05-11, 58,0,0,0,0,0
2018-05-12, 75,0,0,0,0,0
2018-05-13, 73,0,0,0,0,0
2018-05-14, 79,0,0,0,0,0
2018-05-15, 70,0,0,0,0,0
2018-05-16, 77,0,0, 28,0,0
2018-05-17, 74,0,0, 28,0,0
2018-05-18, 60,0,0, 28,0,0
2018-05-19, 55,0,0,0,0,0
2018-05-20, 59,0,0,0,0,0
2018-05-21, 55,0,0,0,0,0
2018-05-22, 60,0,0,0,0,0
2018-05-23, 42,0,0,0,0,0
2018-05-24, 54,0,0,0,0,0
2018-05-25, 54,0,0,0,0,0
2018-05-26, 64,0,0,0,0,0
2018-05-27, 74,0,0, 29,0,0
2018-05-28, 64,0,0, 29,0,0
2018-05-29, 116,0,0, 29,0,0
2018-05-30, 70,0,0, 29,0,0
2018-05-31, 74,0,0, 29,0,0
2018-06-01, 73,0,0, 29,0,0
2018-06-04, 98,0,0, 29,0,0
2018-06-05, 35,0,0, 30,0,0
2018-06-07, 128,0,0, 31,0,0
2018-06-08, 166,0,0, 30,0,0
2018-06-09, 147,0,0, 30,0,0
2018-06-10, 109,0,0, 30,0,0
2018-06-11, 51,0,0, 30,0,0
2018-06-12, 42,0,0, 31,0,0
2018-06-13, 59,0,0, 30,0,0
2018-06-14, 105,0,0, 30,0,0
2018-06-15, 68,0,0, 30,0,0
2018-06-16, 92,0,0, 30,0,0
2018-06-18, 77,0,0, 31,0,0
2018-06-19, 73,0,0, 31,0,0
2018-06-20, 71,0,0, 31,0,0
2018-06-21, 74,0,0,0,0,0
2018-06-22, 69,0,0,0,0,0
2018-06-23, 57,0,0,0,0,0
2018-06-24, 98,0,0,0,0,0
2018-06-25, 57,0,0,0,0,0
2018-06-26, 83,0,0, 32,0,0
2018-06-27, 86,0,0,0,0,0
2018-06-28, 78,0,0,0,0,0
2018-06-29, 67,0,0,0,0,0
2018-06-30, 53,0,0,0,0,0
2018-01-01, 171,0,0, 41,0,0
2018-01-02, 207,0,0, 39,0,0
2018-01-03, 166,0,0, 38,0,0
2018-01-04, 161,0,0, 37,0,0
2018-01-05, 144,0,0, 36,0,0
2018-01-06, 118,0,0, 36,0,0
2018-01-07, 149,0,0, 36,0,0
2018-01-09, 117,0,0, 41,0,0
2018-01-10, 113,0,0, 44,0,0
2018-01-11, 129,0,0, 46,0,0
2018-01-12, 142,0,0, 49,0,0
2018-01-13, 166,0,0, 43,0,0
2018-01-14, 181,0,0, 42,0,0
2018-01-15, 193,0,0, 40,0,0
2018-01-16, 165,0,0, 41,0,0
2018-01-17, 196,0,0, 40,0,0
2018-01-18, 165,0,0, 44,0,0
2018-01-19, 162,0,0, 40,0,0
2018-01-20, 157,0,0, 38,0,0
2018-01-22, 151,0,0, 37,0,0
2018-01-23, 133,0,0, 37,0,0
2018-01-24, 121,0,0, 37,0,0
2018-01-25, 87,0,0, 37,0,0
2018-01-26, 79,0,0, 38,0,0
2018-01-27, 106,0,0, 36,0,0
2018-01-29, 84,0,0, 37,0,0
2018-01-30, 141,0,0, 37,0,0
2018-01-31, 148,0,0, 44,0,0
2018-02-01, 154,0,0, 44,0,0
2018-02-02, 152,0,0, 45,0,0
2018-02-03, 131,0,0, 49,0,0
2018-02-04, 153,0,0, 42,0,0
2018-02-05, 151,0,0, 38,0,0
2018-02-06, 153,0,0, 40,0,0
2018-02-07, 153,0,0, 36,0,0
2018-02-08, 152,0,0, 34,0,0
2018-02-09, 178,0,0, 24,0,0
2018-02-10, 188,0,0, 22,0,0
2018-02-12, 173,0,0, 28,0,0
2018-02-13, 190,0,0, 24,0,0
2018-02-14, 204,0,0, 23,0,0
2018-02-15, 186,0,0, 23,0,0
2018-02-16, 136,0,0,0,0,0
2018-02-17, 126,0,0,0,0,0
2018-02-18, 110,0,0,0,0,0
2018-02-19, 104,0,0,0,0,0
2018-02-20, 101,0,0, 23,0,0
2018-02-21, 86,0,0, 23,0,0
2018-02-22, 97,0,0, 24,0,0
2018-02-23, 84,0,0,0,0,0
2018-02-24, 172,0,0,0,0,0
2018-02-25, 143,0,0, 26,0,0
2018-02-26, 148,0,0, 25,0,0
2018-02-27, 143,0,0, 24,0,0
2018-02-28, 134,0,0, 24,0,0
2018-03-01, 110,0,0, 24,0,0
2018-03-02, 83,0,0, 24,0,0
2018-03-03, 103,0,0, 24,0,0
2018-03-04, 124,0,0, 24,0,0
2018-03-05, 103,0,0, 24,0,0
2018-03-06, 76,0,0, 24,0,0
2018-03-07, 87,0,0, 25,0,0
2018-03-08, 62,0,0, 29,0,0
2018-03-09, 93,0,0, 29,0,0
2018-03-10, 112,0,0, 30,0,0
2018-03-11, 144,0,0, 26,0,0
2018-03-12, 163,0,0, 27,0,0
2018-03-13, 165,0,0, 27,0,0
2018-03-14, 117,0,0, 26,0,0
2018-03-15, 113,0,0, 28,0,0
2018-03-16, 123,0,0, 27,0,0
2018-03-17, 137,0,0, 26,0,0
2018-03-19, 131,0,0, 31,0,0
2018-03-20, 104,0,0,0,0,0
2018-03-21, 118,0,0,0,0,0
2018-03-22, 152,0,0,0,0,0
2018-03-23, 153,0,0,0,0,0
2018-03-24, 136,0,0,0,0,0
2018-03-25, 130,0,0,0,0,0
2018-03-26, 162,0,0,0,0,0
2018-03-27, 133,0,0,0,0,0
2018-03-28, 112,0,0,0,0,0
2018-03-29, 98,0,0, 30,0,0
2018-03-30, 104,0,0, 29,0,0
2018-03-31, 116,0,0, 29,0,0
2017-10-01, 43,0,0, 17,0,0
2017-10-02, 78,0,0, 13,0,0
2017-10-03, 83,0,0, 13,0,0
2017-10-04, 73,0,0, 13,0,0
2017-10-05, 66,0,0, 13,0,0
2017-10-06, 86,0,0, 13,0,0
2017-10-07, 61,0,0,0,0,0
2017-10-08, 64,0,0,0,0,0
2017-10-09, 81,0,0,0,0,0
2017-10-10, 58,0,0, 13,0,0
2017-10-11, 57,0,0, 13,0,0
2017-10-12, 85,0,0, 13,0,0
2017-10-13, 97,0,0, 12,0,0
2017-10-14, 88,0,0, 14,0,0
2017-10-15, 75,0,0, 12,0,0
2017-10-16, 57,0,0, 12,0,0
2017-10-17, 33,0,0, 12,0,0
2017-10-18, 42,0,0, 13,0,0
2017-10-19, 86,0,0,0,0,0
2017-10-20, 115,0,0,0,0,0
2017-10-21, 116,0,0,0,0,0
2017-10-22, 118,0,0, 14,0,0
2017-10-23, 137,0,0, 13,0,0
2017-10-24, 147,0,0, 14,0,0
2017-10-25, 182,0,0, 14,0,0
2017-10-26, 195,0,0, 13,0,0
2017-10-27, 183,0,0,0,0,0
2017-10-28, 186,0,0,0,0,0
2017-10-29, 166,0,0, 15,0,0
2017-10-30, 150,0,0, 13,0,0
2017-11-13, 148,0,0, 13,0,0
2017-11-14, 111,0,0, 13,0,0
2017-11-15, 102,0,0, 16,0,0
2017-11-16, 87,0,0, 17,0,0
2017-11-17, 69,0,0, 15,0,0
2017-11-18, 62,0,0, 13,0,0
2017-11-19, 62,0,0, 13,0,0
2017-11-20, 62,0,0, 13,0,0
2017-11-21, 98,0,0, 13,0,0
2017-11-22, 96,0,0,0,0,0
2017-11-23, 86,0,0, 13,0,0
2017-11-24, 79,0,0, 13,0,0
2017-11-25, 79,0,0, 13,0,0
2017-11-26, 129,0,0, 14,0,0
2017-11-27, 171,0,0, 13,0,0
2017-11-28, 181,0,0, 13,0,0
2017-11-29, 193,0,0, 13,0,0
2017-11-30, 199,0,0, 13,0,0
2017-12-01, 122,0,0, 13,0,0
2017-12-02, 143,0,0, 14,0,0
2017-12-03, 181,0,0, 13,0,0
2017-12-04, 139,0,0, 13,0,0
2017-12-05, 106,0,0, 13,0,0
2017-12-06, 159,0,0, 37,0,0
2017-12-07, 180,0,0, 36,0,0
2017-12-08, 199,0,0, 37,0,0
2017-12-19, 130,0,0, 46,0,0
2017-12-20, 131,0,0, 46,0,0
2017-12-21, 151,0,0, 52,0,0
2017-12-22, 171,0,0, 47,0,0
2017-12-23, 187,0,0, 40,0,0
2017-12-24, 160,0,0, 46,0,0
2017-12-25, 175,0,0, 47,0,0
2017-12-26, 208,0,0, 37,0,0
2017-12-27, 171,0,0, 37,0,0
2017-12-28, 133,0,0, 40,0,0
2017-12-29, 177,0,0, 37,0,0
